company_name,ac_term,b_cat,iv_value,total_stock,total_in,eom_inventory,total_out,storage,labelling,immex_en,immex_vex,ins,sub_total,16percent_vat,grand_total,mxbd_rcvd,bill_from,bill_to,cancel,new
DAIFONG PRECISION,202406,A,979505.96,457.0,88.0,378.0,80.0,2285.0,3.52,99.44,49.77,489.75,2927.48,468.4,3395.88,20240709,20240601,20240630,,
